ObjectID,Title,Artist,Date,Culture,Source,CopyrightStatus,Classification,ImageURL
"safe-japanese-105450","Teakettle and Stand","Design attributed to Edward C. Moore (American, 1827–1891)
Tiffany and Company (American, founded 1837)
New York","tea kettle: 1877; stand: 1889","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","kettle (vessel)","https://www.artic.edu/iiif/2/5a7cf434-3f4f-3a0b-1251-6c8a39287dd6/full/843,/0/default.jpg"
"safe-japanese-26154","Five Borders","Italy, Genoa","1620/40","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","textile","https://www.artic.edu/iiif/2/8516792e-f06a-df70-d9e5-7b79a3716c77/full/843,/0/default.jpg"
"safe-japanese-135720","Inkstand","Sèvres Porcelain Manufactory
French, founded 1740","Late 18th / Early 19th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/700b5ea4-7b6c-461d-3006-515863931412/full/843,/0/default.jpg"
"safe-japanese-116642","Saddle with Four Saddle Plates","Southern German","c. 1540","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","horse equipment","https://www.artic.edu/iiif/2/cde108b8-7464-98a9-87e0-edfd28888535/full/843,/0/default.jpg"
"safe-japanese-14296","Scene near Bathford","E. Parker (English)
after Thomas Barker (English, 1769-1847)","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","aquatint","https://www.artic.edu/iiif/2/43f47517-f126-94f2-1608-df20f2a149f3/full/843,/0/default.jpg"
"safe-japanese-102216","Stray Horse","Emile Drappier
French, active c. 1900-20","1906","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","sculpture","https://www.artic.edu/iiif/2/2de06ffa-f5c9-e395-1423-be0e95d07b96/full/843,/0/default.jpg"
"safe-japanese-26162","Potpourri Urn","Meissen Porcelain Manufactory
German, founded 1710","1750/55","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","porcelain","https://www.artic.edu/iiif/2/6e4c1c3a-9457-4f00-d5d9-2aba69fb68a1/full/843,/0/default.jpg"
"safe-japanese-111183","Flounce (Used as Quilling)","Italy, Burano","1760s","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","textile","https://www.artic.edu/iiif/2/1b9eeae5-af6c-2eaa-030d-55a177f6f9e4/full/843,/0/default.jpg"
"safe-japanese-26073","Handkerchief, Fragment of a Border, Collar, Two Cuffs","Belgium","1880/90s","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","textile","https://www.artic.edu/iiif/2/f849e766-8679-fe7f-e700-312810c9efb5/full/843,/0/default.jpg"
"safe-japanese-155213","Manuscrit de Théorie No. 3","France, Lyon","19th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","textile","https://www.artic.edu/iiif/2/bfec009e-9d71-de5c-73f0-d9a90bfd323e/full/843,/0/default.jpg"
"safe-japanese-196830","Woodblock Print","Utagawa Hiroshige 歌川 広重
Japanese, 1797–1858","","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/e3ce0554-80dd-e96c-d191-178e49d6163b/full/843,/0/default.jpg"
"safe-japanese-22935","Beauty Under an Umbrella in the Snow","Suzuki Harunobu 鈴木 春信 
Japanese, 1725 (?)-1770","c. 1770","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/dadabea0-c07e-b5b7-f39e-f877d31bb1b4/full/843,/0/default.jpg"
"safe-japanese-22939","The Heron Maiden","Suzuki Harunobu 鈴木 春信 
Japanese, 1725 (?)-1770","c. 1766/67","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/7dae05a8-dc27-0cb9-6c67-f423a912f6e4/full/843,/0/default.jpg"
"safe-japanese-12764","The Actor Otani Hiroji III as Kawazu no Saburo in the Play Myoto-giku Izu no Kisewata, Performed at the Ichimura Theater in the Eleventh Month, 1770","Katsukawa Shunsho 勝川 春章
Japanese, 1726-1792","c. 1770","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/154292ca-b195-89b4-21f2-3d817307dc24/full/843,/0/default.jpg"
"safe-japanese-19366","The Actors Tamazawa Saijiro I as the pageboy Umezaburo and Segawa Kikunojo I as Oroku in the play ""Sazareishi Suehiro Genji,"" performed at the Nakamura Theater in the first month, 1744","Torii Kiyomasu II
Japanese, 1706 (?)–1763 (?)","1744","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/b4eabb38-0040-2db0-31f0-fe0fa0c5e31c/full/843,/0/default.jpg"
"safe-japanese-20992","Ise, from an untitled series of Thirty-six Immortal Poets","Suzuki Harunobu 鈴木 春信 
Japanese, 1725 (?)-1770","c. 1767/68","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/4357737c-0c3e-3d0a-cfe0-11b765ecc3be/full/843,/0/default.jpg"
"safe-japanese-19386","Susano-o no Mikoto Killing the Eight-headed Dragon","Torii Kiyomasu II
Japanese, 1706 (?)–1763 (?)","1748","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/a800cdc8-337e-0cf5-a238-83ce62576eda/full/843,/0/default.jpg"
"safe-japanese-19318","The Actor Segawa Kikunojo I as Hanjo in the play ""Tsumagoi Sumidagawa,"" performed at the Nakamura Theater in the third month, 1733","Torii Kiyomasu II
Japanese, 1706 (?)–1763 (?)","1733","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/57c8fc9a-6731-7424-a17f-b47e69c91904/full/843,/0/default.jpg"
"safe-japanese-5157","The Courtesan Sugawara of the Tsuruya and Her Attendant","Isoda Koryusai
Japanese, 1735-1790","c. 1776/81","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/9d8e3a2c-91cd-78b3-ded0-d610343edb03/full/843,/0/default.jpg"
"safe-japanese-19326","The Actors Sanogawa Ichimatsu I as Senjiro disguised as Kichisaburo and Nakamura Tomijuro I as Oshichi in the joruri ""Midaregami Yoru no Amigasa,"" performed at the Nakamura Theater in the first month, 1742","Torii Kiyomasu II
Japanese, 1706 (?)–1763 (?)","1742","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/1eb7e740-9012-bdc0-dc9a-82442242124b/full/843,/0/default.jpg"
"safe-japanese-7605","Shoki the Demon Queller","Katsukawa Shun'ei
Japanese, 1762-1819","c. 1793","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/abb25fcf-e1e8-c14b-7ca3-5e7eff0b1e4d/full/843,/0/default.jpg"
"safe-japanese-7691","Gathering Seaweed at Omori","Utagawa Kuniyoshi
Japanese, 1797-1861","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/7a10cbaf-84b5-6b8c-91fb-52a8a8250a41/full/843,/0/default.jpg"
"safe-japanese-19055","Korean Embassy Parade","Attributed to Hishikawa Moronobu
Japanese, (?)-1694","1682","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/e5b19537-5717-89cb-5c15-b82ed465f096/full/843,/0/default.jpg"
"safe-japanese-20994","Double-Flowered Cherry: Motoura of the Minami Yamasakiya (Minami Yamasakiya uchi Motoura, Yaezakura), from the series ""Beauties of the Floating World Compared to Flowers (Ukiyo bijin hana ni yosu)""","Suzuki Harunobu 鈴木 春信 
Japanese, 1725 (?)-1770","c. 1768/1769","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/4ee72d95-a8ca-02bf-4217-af87b147eb74/full/843,/0/default.jpg"
"safe-japanese-5150","Summer: Planting Rice (Natsu: taue no zu), No. 2 from the series ""The Four Seasons of Farmers (Shiki no hyakusho)""","Torii Kiyomasu II
Japanese, 1706 (?)–1763 (?)","c. 1730s","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/19a115b7-07ed-4946-4f75-3cc865e7133f/full/843,/0/default.jpg"
"safe-japanese-19832","The Maple Festival (Momiji no ga) from chapter 7 of The Tale of Genji","Kitao Shigemasa
Japanese, 1739-1820","early 1760s","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/d000b304-59ee-7e17-384e-3efac7ff52c1/full/843,/0/default.jpg"
"safe-japanese-8935","The Actor Ichikawa Danjuro II as Soga no Goro and Nakamura Takesaburo I as Kewaizaka no Shosho in the play ""Bando Ichi Kotobuki Soga,"" performed at the Nakamura Theater in the first month, 1715","Attributed to Torii Kiyonobu I
Japanese, 1664-1729","1715","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/7521a8a1-a247-abff-efcf-cc2db068baf9/full/843,/0/default.jpg"
"safe-japanese-7531","Shirabyoshi Dancer Standing in Asazuma Boat","Suzuki Harunobu 鈴木 春信
Japanese, 1725 (?)-1770","c. 1767","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/22460087-0248-dc3d-29b4-2234be81172d/full/843,/0/default.jpg"
"safe-japanese-7537","The Actors Segawa Kikunojo I as Ochiyo and Matsushima Kichisaburo as Ochiyo's spirit in the play ""Higashiyama Gojitsu Yaoya Hanbei,"" performed at the Nakamura Theater in the eighth month, 1744","Torii Kiyomasu II
Japanese, 1706 (?)–1763 (?)","1744","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/ffffb3dc-e26d-654f-4874-b338068e9b2a/full/843,/0/default.jpg"
"safe-japanese-188953","A Collection of Japanese Paintings (Yamato e-zukushi)","Hishikawa Moronobu 菱川師宣
Japanese, 1618-1694","1680","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","book","https://www.artic.edu/iiif/2/eef345fe-5270-8be8-c02d-48ad307c4bd3/full/843,/0/default.jpg"
"safe-japanese-5159","The Courtesan Matsukaze of the Matsubaya and Her Attendant","Isoda Koryusai
Japanese, 1735-1790","c. 1776/81","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/1870fde8-3303-ba25-828e-2c2ebb044717/full/843,/0/default.jpg"
"safe-japanese-5154","Gibbon snatching sake pot from flower-viewing party","Isoda Koryusai
Japanese, 1735-1790","c. 1772","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/54bbec20-5732-2572-4413-400778507e23/full/843,/0/default.jpg"
"safe-japanese-77575","A Japanese Madonna","Helen Hyde
American, 1868-1919","1900","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodcut","https://www.artic.edu/iiif/2/b26d859f-a4d1-9454-2c79-39d7c381f75d/full/843,/0/default.jpg"
"safe-japanese-7688","Sketch for Autumn Moon at Ishiyama Temple (Ishiyama no shugetsu), from the series ""Eight Views in Omi Province (Omi hakkei)""","Utagawa Hiroshige II (Shigenobu)
Japanese, 1826–1869","c. 1859","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/2ef4b519-8f95-df08-8464-eb931bffb789/full/843,/0/default.jpg"
"safe-japanese-127643","Flowering Cherry and Autumn Maples with Poem Slips","Tosa Mitsuoki
Japanese, 1617-1691","1654/81","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","screen","https://www.artic.edu/iiif/2/86e919b9-d366-b3ca-d26f-4c16880474a3/full/843,/0/default.jpg"
"safe-japanese-12032","Kasuga Deer Mandala","Artist unknown
Japanese","15th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","painting","https://www.artic.edu/iiif/2/97d81945-a05e-2a05-a78d-73678bbd2d55/full/843,/0/default.jpg"
"safe-japanese-11272","Maize and Cockscombs","Artist unknown
Japanese","mid 17th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","screen","https://www.artic.edu/iiif/2/1914a6cb-8ec7-064e-4c99-de41637f889c/full/843,/0/default.jpg"
"safe-japanese-13095","Asakusa Imado, from the series ""Famous Places in the Eastern Capital (Toto Meisho)""","Utagawa Kuniyoshi
Japanese, 1797-1861","c. 1832/33","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/7a17c756-9f35-34c1-1273-63a2c0606ac0/full/843,/0/default.jpg"
"safe-japanese-14856","Commodore Perry","Artist unknown
Japanese","c. 1853/54","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/7e1b1a90-b18f-b5a9-d076-f9b90d2d0db0/full/843,/0/default.jpg"
"safe-japanese-127644","Autumn Maples with Poem Slips","Tosa Mitsuoki
Japanese, 1617-1691","c. 1675","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","screen","https://www.artic.edu/iiif/2/86e919b9-d366-b3ca-d26f-4c16880474a3/full/843,/0/default.jpg"
"safe-japanese-198910","Bamboo","Kishi Ganku 
Japanese, 1749-1838","early 19th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","painting","https://www.artic.edu/iiif/2/5a67db8d-0902-2d04-adc8-f67bf99a3529/full/843,/0/default.jpg"
"safe-japanese-7634","Landscape of the Four Seasons","Sesson Shukei
Japanese, c. 1490-after 1577","About 1560","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","screen","https://www.artic.edu/iiif/2/58d58cdf-ed3d-c641-1910-504ae64b8ce8/full/843,/0/default.jpg"
"safe-japanese-43739","E-17: French Bedroom, Late 16th Century","Designed by Narcissa Niblack Thorne
American, 1882-1966","c. 1937","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","miniature","https://www.artic.edu/iiif/2/31bd3194-f8a2-e1f7-3232-d2f0fd172f00/full/843,/0/default.jpg"
"safe-japanese-19144","The Actors Ichikawa Monnosuke I and Tamazawa Rinya","Torii Kiyomasu I
Japanese, active c. 1704–18 (?)","c. 1715","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/63ad665b-cb69-6f2d-0760-8a26a07a08bb/full/843,/0/default.jpg"
"safe-japanese-8941","The Actors Tamazawa Rinya, Uemura Kohachi, and Ichikawa Monnosuke","Attributed to Torii Kiyonobu I
Japanese, 1664-1729","c. 1715","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/d0e239bb-c060-7c2a-d296-b1f168a33365/full/843,/0/default.jpg"
"safe-japanese-158224","Cyclades: the Porticos of Philip, Port of Dhílos, Rinea (or Greater Dhílos) and Tínos","Théodore Caruelle d'Aligny
French, 1798-1871","1846","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","etching","https://www.artic.edu/iiif/2/93e3dc1c-2d29-308f-b7d6-1a87dac161bf/full/843,/0/default.jpg"
"safe-japanese-64609","View of the Port of Ripa Grande, from Views of Rome","Giovanni Battista Piranesi
Italian, 1720-1778","1750/59","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","etching","https://www.artic.edu/iiif/2/78559c54-9957-10d2-5622-6747f381c2f8/full/843,/0/default.jpg"
"safe-japanese-35361","Shôki the Demon Queller, from an album of paintings of Shôki, Edo period (1615–1868)","Artist unknown
Japanese","Edo period, 18th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","album/sketchbook","https://www.artic.edu/iiif/2/cf8944e5-3b42-25eb-eeaa-d2b467934f26/full/843,/0/default.jpg"
"safe-japanese-129","Articulated Dragon","Myochin School
Japanese, active late 19th century","c. 1880","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","iron","https://www.artic.edu/iiif/2/24f95cb3-6020-6476-806e-dfd00e9c4369/full/843,/0/default.jpg"
"safe-japanese-4019","The Battle of St. James The Greater at Clavijo","school of Martin Schongauer
German, c. 1430/50-1491","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","engraving","https://www.artic.edu/iiif/2/0cadd59f-0b74-c5a9-3b53-10d6144c4841/full/843,/0/default.jpg"
"safe-japanese-51595","Saint Gregory as Author","Scriptorium of Weingarten Abbey
South German (Swabia); founded 1056","1188/1200","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","watercolor","https://www.artic.edu/iiif/2/db1bd28c-9e96-b641-886f-196d44a92bbc/full/843,/0/default.jpg"
"safe-japanese-142524","The Four Accomplishments","Kano Tsunenobu
Japanese, 1636-1713","c. 1700","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","handscroll","https://www.artic.edu/iiif/2/31bdf17a-cd83-9cc7-61bc-5e09be0d7160/full/843,/0/default.jpg"
"safe-japanese-7536","The Death of Dido","School of Gerard de Lairesse
Flemish, 1640-1711","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","watercolor","https://www.artic.edu/iiif/2/0fb01e26-1dcd-bba2-a146-d0adf183a2b1/full/843,/0/default.jpg"
"safe-japanese-2292","The Arms of the Family Kress von Kressenstein","Nuremberg School 
German, 16th century","after 1530","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodcut","https://www.artic.edu/iiif/2/41c26b02-4761-dcc4-75a6-f6df05a1132c/full/843,/0/default.jpg"
"safe-japanese-4265","Two Standing Male Nudes","School of Baccio Bandinelli
Italian, 1493-1560","1548/50","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","pen and ink drawings","https://www.artic.edu/iiif/2/74ffe602-448e-4d7c-3f9d-77b5e7278636/full/843,/0/default.jpg"
"safe-japanese-27510","The Poet Du Fu Riding a Donkey","Kano Shigenobu
Japanese, active about 1620–40","Early 17th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/458698d3-4cc4-bf0d-ae61-edfe4f5edaa6/full/843,/0/default.jpg"
"safe-japanese-28143","Architectural Landscape with Belisarius Receiving Alms","Artist unknown (French, active 18th century)","Probably after 1760","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/3fa36102-97ed-7065-d072-ce0b15a9a2f1/full/843,/0/default.jpg"
"safe-japanese-61741","Portrait of an Artist","Artist unknown (French, active 18th century)","c. 1735","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/360e3e61-bb1c-1eb5-a9f5-e620f305b75b/full/843,/0/default.jpg"
"safe-japanese-28458","Standing Figure of Hercules","School of Andrea Brustolon (Italian, 1662–1732)","1700/25","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","statuette","https://www.artic.edu/iiif/2/3e4776e6-a9b9-e192-64e4-17f0c3efdfc0/full/843,/0/default.jpg"
"safe-japanese-21679","Portrait of a Lady","Artist unknown (French or Swiss, active 18th century)","1725/50","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/6b2e856f-01c4-1f23-4ded-79c2398c2c6b/full/843,/0/default.jpg"
"safe-japanese-87637","The Birth of Bacchus","Artist unknown (British, active 18th century)","c. 1790","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/d706c6bf-968d-8fe1-200d-21963291e8fc/full/843,/0/default.jpg"
"safe-japanese-7145","Putti Playing with Swans","Circle of Raffaello Sanzio, called Raphael
Italian, 1483-1520","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","chalk with wash","https://www.artic.edu/iiif/2/979ae816-8141-5f3d-0c32-bcd61bc8d68d/full/843,/0/default.jpg"
"safe-japanese-61112","Portrait of Fred Adelbert Haywood","School of William Matthew Prior
American, 1806–1873","February 16, 1848","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","painting","https://www.artic.edu/iiif/2/942257ef-6f95-3c91-d62f-a17841912b26/full/843,/0/default.jpg"
"safe-japanese-23985","Faun Attacking a Snake","School of Andrea Mantegna
Italian, 1431-1506","c. 1500","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","engraving","https://www.artic.edu/iiif/2/5866a03a-a380-e16a-fefb-585cbc99e681/full/843,/0/default.jpg"
"safe-japanese-116345","Backplate","Northern Italian","c. 1590/1600","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","suit-element","https://www.artic.edu/iiif/2/478ba6b2-6355-0b4c-a9a0-6edf09f39a25/full/843,/0/default.jpg"
"safe-japanese-14973","Side Chair","Netherlands","c. 1745/55","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","chair","https://www.artic.edu/iiif/2/f89c86fb-e111-450d-6e12-a555ca760278/full/843,/0/default.jpg"
"safe-japanese-111041","Still Life with Eggs and a Leg of Mutton","Artist unknown (French, active 18th century)","1780–90","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/37981a95-ee40-e075-07dc-bc7399ed487c/full/843,/0/default.jpg"
"safe-japanese-43216","Flagellation of Christ","School of Guercino
Italian, 1591-1666","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","drawings (visual works)","https://www.artic.edu/iiif/2/ba793c78-cbc0-67f6-266c-de53768169a1/full/843,/0/default.jpg"
"safe-japanese-116276","Glaive","Italian, possibly Brescia","c. 1600","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","edged weapon-staff","https://www.artic.edu/iiif/2/777dab81-20e4-9df1-438e-eacbe00a8c2d/full/843,/0/default.jpg"
"safe-japanese-106359","Triple-Combed Burgonet","South German; Augsburg","1540/50","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","suit-helmet","https://www.artic.edu/iiif/2/3e6988a9-118b-0cbc-3254-f9972a2707f9/full/843,/0/default.jpg"
"safe-japanese-241452","Monkey Trainers and Scenes of Chinese Life","Kano Yasunobu
Japanese, 1613-1685","17th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","screen","https://www.artic.edu/iiif/2/65c82536-9eef-22b8-6e3f-476fbd79f81e/full/843,/0/default.jpg"
"safe-japanese-4220","Two Warriors, One with a Winged Genie on His Helmet","School of Maso Finiguerra
Italian, 1426-1464","1475/1500","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","engraving","https://www.artic.edu/iiif/2/0e7dcf54-bae0-474d-09b7-ada80a64920a/full/843,/0/default.jpg"
"safe-japanese-75392","Family in a Room","Artist unknown (British, active 18th century)","c. 1765","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/a680713b-f1f9-1fd0-5b77-81d42415db5d/full/843,/0/default.jpg"
"safe-japanese-17948","Fei Jiang-fang with a Crane","Kano Tsunenobu
Japanese, 1636-1713","Late 17th–early 18th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/68c1b739-0227-7f85-af61-f384a567143c/full/843,/0/default.jpg"
"safe-japanese-45100","Two Young Women in Conversation","School of Guercino
Italian, 1591-1666","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","pen and ink drawings","https://www.artic.edu/iiif/2/6eff57e3-9854-b42b-a55b-4c2a9bee24ae/full/843,/0/default.jpg"
"safe-japanese-61108","Woman in a Blue Dress","School of William Matthew Prior
American, 1806–1873","c. 1840","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","painting","https://www.artic.edu/iiif/2/749a476d-3d32-f10b-01e4-a6b9ee167923/full/843,/0/default.jpg"
"safe-japanese-20526","Portrait of a Lady, Possibly of the Stanley Family","Artist unknown (British, active 18th century)","c. 1780","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","oil on canvas","https://www.artic.edu/iiif/2/a1e30e2f-0f7f-2ab8-2489-7a8b2402120d/full/843,/0/default.jpg"
"safe-japanese-36076","Mourning Sampler","Mary Balch's School
Providence, Rhode Island, United States","c. 1810","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","textile","https://www.artic.edu/iiif/2/f373c915-0bc9-2034-f094-efdd29520911/full/843,/0/default.jpg"
"safe-japanese-81796","Martyrdom of Saint Lawrence","School of Luca Cambiaso
Italian, 1527-1585","c. 1580","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","pen and ink drawings","https://www.artic.edu/iiif/2/a669726b-6502-7bea-058d-17be50ce5aa0/full/843,/0/default.jpg"
"safe-japanese-81774","Judith with the Head of Holofernes","School of Luca Cambiaso
Italian, 1527-1585","1550/60","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","pen and ink drawings","https://www.artic.edu/iiif/2/84d10537-0b7c-7eb4-494b-c07e52687e6a/full/843,/0/default.jpg"
"safe-japanese-30289","The War with Venice, from The Triumphal Arch of Maximilian I","School of Albrecht Dürer (German, 1471-1528)
probably Hans Springinklee (German, c. 1495-1522)
possibly Wolf Traut (German, c. 1480-1520)
printed by Hieronymus Andreae (German, died 1556)","1515–17","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodcut","https://www.artic.edu/iiif/2/def37942-c4a5-6794-8207-48edcde378a0/full/843,/0/default.jpg"
"safe-japanese-33059","Pair of Side Chairs","Attributed to Chapin School of Cabinetmakers
Hartford County, Connecticut","1770–90","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","seating","https://www.artic.edu/iiif/2/74096577-86aa-d9ce-0a25-7a8941d7e75a/full/843,/0/default.jpg"
"safe-japanese-37281","Chicago Stock Exchange Trading Room: Stencil","Adler & Sullivan (American, 1883-1896)
Louis H. Sullivan (American, 1856-1924)

Executed by Healy and Millet","1893/94","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","architecture","https://www.artic.edu/iiif/2/e4bc5fa8-1cab-9acd-d460-934d71ab07a4/full/843,/0/default.jpg"
"safe-japanese-17951","Snowy Landscape","Kano Tsunenobu
Japanese, 1636-1713","Late 17th–early 18th century","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","hanging scroll","https://www.artic.edu/iiif/2/33359c0a-f569-9972-e8bd-a02ada37487e/full/843,/0/default.jpg"
"safe-japanese-95701","Two Putti with Lamb","School of Leonardo da Vinci
Italian, 1452-1519","n.d.","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","pen and ink drawings","https://www.artic.edu/iiif/2/890d07ce-32e4-c17b-f634-e3ea277223e0/full/843,/0/default.jpg"
"safe-japanese-107915","The Flagellation of Christ, with the Pavement","School of Andrea Mantegna
Italian, 1431-1506","1475/80","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","engraving","https://www.artic.edu/iiif/2/006ff68a-82fa-f96d-513a-54441d589267/full/843,/0/default.jpg"
